99,"PMCID:
    PMC3554100
    [Available on 2013/7/1]"
100,
101,
102,
103,23255554 PMC3653566 
104,
105,PMC3501641
106,PMCID: PMC3596968
107,23002116 PMC3790949 
108,"PMCID:
    PMC3689249"
109,23043070 PMC3790942 
110,PMC3397259
111,PMC3697654
112,22875964 PMCID: PMC3457148 
113,PMC3624379
114,
115,PMCID: 3581401
116,PMC3591638
117,PMC3438964
118,PMC3308871
119,PMC3265891
120,PMC3597819
121,23129765 PMC3531760 
122, PMC3516716
123,PMC3581394 
124,PMC3554938 
125,PMC2757965
126,
127,3234717
128,PMC3173209
129,3696646
130,PMCID: 3682544
131,3431625
132,PMC3488092
133,2339840 PMC3591641 
134,PMC3630886
135,2952269
136,3121340
137,PMC3567677
138,PMC3774368 
139,PMC3630861
140,23569211 PMC3668706
141,PMC3488048
142,PMC3724654
143,2797226
144,PMC3442528
145,2898433
146,3397837
147, PMCID: PMC3750171 
148,2975197
149,PMC3234811
150,3137072
151,PMC3522295
152,: PMC3711325 
153,PMCID: PMC3591657 
154,PMC3734580
155,PMC3173209
156,PMCID: PMC3772201
157,PMCID: PMC3663545
158,PMCID: PMC3630849
159,PMC3527912
160,23698002 PMC3696650
161,23443656
162,PMC3391134
163,PMC3757190 
164,23589301
165,3811811
166,PMC3571495
167,PMCID: PMC:3697379
168,PMC3826327 
169,23409763
170,23885220 PMC3706957 
171,"Monograph chapter, not in PMC"
172,"Monograph chapter, not in PMC"
173,23713614
174,23769672
175,PMID:23971731
176,22738332 PMC3381227
177,PMC 3533981
178,PMC3398262
179,PMID: 24020915 PMC3846689 
180,PMID:23442822
181,PMC2843621
182,"PMCID:
    PMC3636053"
183,3526451
184,"PMCID:
    PMC3664635
"
185,3570299
186,PMC3616814
187,PMC3566971
188,PMC3726342
189,PMC3640928
190,PMC3534503
191,PMC3579723
192,PMC3537519
193,3637822
194,"PMCID:
    PMC3637551
"
195,"PMCID:
    PMC3637528
"
196,3751660
197,"PMCID:
    PMC3766112"
198,PMC3528429
199,PMC3685541 
200,PMC3460760
201,PMCID: PMC3750810
202,PMID:23889909
203,PMC3439969
204,PMC 3580495
205,PMC3706778
206,3751770
207,PMCID: PMC3672092
208,PMC3765385
209,PMID: 23327189 PMC3566929 
210,PMC3505738
211,PMC3520704
212,"PMC3598237
"
213,PMC3655824
214,PMC 3639825
215,PMC 3444429
216,PMC3765893
217,3723448
218,3545919
219,PMC3546020
220,3659006
221,"PMCID:
    PMC3727979"
222,PMCID: PMC3665474
223,PMCID:    PMC3570335
224,"PMCID:
    PMC3726453

"
225,PMC3190389
226,3681581
227,3708772
228,3639180
229,3721994
230,3620707
231,3544599
232,3614520
233,3652741
234,PMC3577477
235,PMC3765690 
236,PMC 3599138
237,PMC 3570447
238,PMC 3599138
239,PMC3651303 
240,PMC3529683
241,PMC3750830 
242,PMCID: PMC3605375 
243,PMC3716626
244,PMCID: PMC3512037
245,PMCID: PMC3525841
246,23132696 PMC3547489 
247,3535885
248,PMC3672996
249,23132913 PMC3535724 
250,PMC3021913
251,22533473
252,
253,PMC3312863
254,PMC3716635
255,"PMC3750443

"
256,In Process
257,In Process
258,
259,PMC3844310
260,pub Aug 2013
261,
262,PMC3735389
263,PMCID: PMC3664085 
264,PMC3613719
265,PMC3848687
266,PMC3348006
267,Epub ahead of print - May 2013
268,PMC3468404
269,"
PMC3691584"
270,PMC3605132
271,PMC3502539
272,"PMC3706230

"
273,PMC3723516
274,PMC3686680
275,PMC3495012
276,PMC3041663
277,PMC3668259 
278,PMC3686250
279,PMC3521646
280,
281,PMC3612795
282,PMC3533021
283,PMC3657677
284,"PMC3731707

"
285,"PMC3752053

"
286,PMC3632971
287,PMC3786664
288,3489107
289,PMC3724198
290,PMC3724199
291,PMC3730937
292,PMC3756517
293,
294,
295,
296,PMC3756527
297,
298,PMC3646288 
299,"PMC3623030

"
300,PMC3749517
301,PMC3586185
302,PMC3551213
303,21903599
304,24061777
305,PMC3624963
306,"PMC3612744

"
307,PMC3752057
308,
309,23665989
310,
311,"Epub ahead of print pub Feb 2013, print in press"
312,3596772
313,PMC3812898
314,
315,"PMCID:
    PMC3730896 "
316,"PMCID:
    PMC3446777"
317,"PMCID:
    PMC3534261
"
318,23698510  PMC3812900
319,PMCID: PMC3576918
320,PMC3404183
321,PMID: 23516272 PMC3612817 
322,3752052
323,PMID: 23761410 PMC3756433 
324,PMCID: PMC3623037
325,PMCID: PMC3646287
326,23924687 PMC3841754 
327,PMCID: PMC3664370
328,PMC3786614
329,
330,
331,
332,
333,PMID: 23709760 /PMCID: PMC3756442
334,
335,3703578
336,PMC3534254
337,23931322 PMCID: PMC3736666 
338,23166325
339,23554485 PMC3664272 
340,PMC3330789 
341,23264619 PMC3576117 
342,PMID:23089748 PMC3535899 
343,PMID:23115042 PMC3536122 
344,PMC 3421817
345,PMCID: 3415497
346,PMC3697714
347,PMID:23232717 PMC3520108 
348,PMC3819183
349,PMC3178871
350,PMID24069883
351,PMID24069886
352,PMID24069913
353,
354,Not yet available
355,PMCID: PMC3607278
356,PMC 3487483
357,"PMC3757920

"
358,PMC3219211
359,"Epub ahead of print pub March 2013, print in press"
360,
361,3566749
362,"PMCID:
    PMC3483757
"
363,PMC3179331
364,PMC3021922
365,23734876
366,PMC3761323
367,PMID: 23931634 Aug 2013 Epub date
368,PMC3544544
369,PMC3458429
370,PMC3488812
371,
372,"PMC3472342

"
373,PMID22972952  PMC3544867 
374,PMC3738821
375,PMCID: PMC3757743
376,3589712
377,23785211 PMC3754066 
378,PMC3503237
379,PMC3418585
380,3533127
381,PMC3489999
382,PMCID: PMC3460180
383,PMC3561869
384,PMC3504671
385,PMC3527725
386,PMID: 24046445 PMC3828593 
387,3558749
388,PMCID: PMC3711043
389,
390,3509734
391,3621487
392,PMC3152927
393,"PMC3699283

"
394,PMCID: PMC3737725
395,PMID: 23861059
396,
397,"PMC3603409

"
398,3597032
399,23704353 PMC3730248
400,3613178
401,3613179
402,3757329
403,
404,PMC3533396
405,PMID:23606739
406,PMID:23570314 - PMC3634610
407,"PMC3687256

"
408,
409,
410,
411,e-pub 
412,in press - due August 13
413,
414,PMC3733066
415,PMID: 23994477
416,"PMC3545681
"
417,PMC3652920 
418,PMC3644702
419,PMC3607254
420,PMC3675675
421,PMC3607223
422,PMC3617368
423,PMCID:PMC3778892
424,3564995
425,PMC2881129
426,PMC3584010
427,23319734 : PMC3672848 
428,PMID:23475217 - PMC3619528 
429,2766312
430,PMC3511132
431,3704016
432,PMC3607403
433,3549224
434,PMC3808153
435,3738233
436,3549118
437,23672768
438,23046981
439,"PMC3378987
"
440,PMID: 23907068 PMC3837358 
441,PMC3516598
442,PMC3769921
443,PMC3591859
444,3567269
445,PMID: 22898127 PMC3830178 
446,PMID: 23159264 PMC3834139 
447,PMCID: PMC3740237
448,PMC3791410
449,PMC3763379
450,Not yet available
451,In Process
452,PMCID: PMC3683944
453,
454,PMC3566542
455,PMC3787750
456,PMC3051108
457,PMC3112491
458,PMC3662031
459,PMC3662032
460,"PMC3590452

"
461,"PMCID:
    PMC3759847
"
462,PMID:22326920 PMC3480643 
463,PMC3694296
464,PMID: 23459248 
465,PMID: 23085491  PMC3714738 
466,PMC3793867
467,
468,PMC3585959
469,PMC3314969
470,PMID: 23245760
471,PMID: 23452663
472,PMID: 23510580
473,PMC3580283
474,PMC3520009
475,"PMCID:
    PMC3605579
"
476,PMC3677098
477,3526774
478,3607215
479,"PMCID:
    PMC3590448"
480,PMC3549493
481,"PMC3661989

"
482,"PMC3730055

"
483,"PMC3639368

"
484,
485,23246923 PMC3573228 
486,PMC3644682
487,"PMCID:
    PMC3732391"
488,PMC3420011
489,PMC3326523
490,PMC3650559
491,PMCID: PMC3464430
492,19324410
493,"PMCID:
    PMC3510437"
494,PMCID: PMC3661979
495,PMCID: PMC3791399
496,PMCID: PMC 3690479
497,PMID: 23041313 23041313
498,PMC3607255
499,PMC3629568
500,PMID: 23040481 PMC3510442 
501,PMID: 23022959  PMC3715701 
502,PMCID: PMC3590450
503,PMC3650558
504,PMC3694302
505,PMC3477630
506,
507,print in press
508,"PMC3719211

"
509,23773550 PMC3807794 
510,PMID:23143153 PMC3566545 
511,
512,3664921
513,"Epub ahead of print pub Nov 2012, print in press due Sept 2013"
514,Published Sept 2013
515,Epub ahead of print April 2013 - print in press
516,PMID: 23103187 PMC3502867 
517,PMC3396843
518,PMCID: 3502862
519,PMID: 22902756  PMC3485558 
520,PMCID: PMC 3525857
521,PMC3510434
522,PMC3580286 
523,"PMC3566480

"
524,PMC3356578
525,PMC3661981
526,
527,
528,23932517
529,PMID: 23267662
530,PMCID: 3437444
531,PMCID: PMC3677094
532,PMC3414849
533,PMC3507630 
534,
535,PMID: 23177648 PMC3521961 
536,
537,3178012
538,3782659
539,
540,PMC3730058
541,"PMC3659288

"
542,3605578
543,Epub ahead of print - June 2013
544,"PMC3682176

"
545,3525856
546,22155499 PMC3381227
547,20800751 PMC3778978
548,24064150 PMC3849851
549,23620154 PMC3638368
550,22591621 PMC3427858
551,21680110 PMC3629561
552,23541370 PMC3744751
553,
554,-
555,"PMC3682189


"
556,PMC3526775
557,PMC3526772
558,23707654 PMC3744815 
559,3791403
560,PMC3632754
561,"PMC3562441

"
562,PMID:23220237 PMC3630327
563,PMCID: PMC3782662
564,PMC3556781
565,23183165
566,PMID: 23538029 PMC3659828 
567,
568,PMCID: PMC3640159
569,
570,PMCID: PMC3655261
571,23650598  PMC3642154 
572,PMC3502866
573,PMC3679489
574,PMC3679490
575,3684770
576,3605576
577,PMC3809933
578,PMC3507624 
579,PMC3688188
580,PMCID: PMC3611593 
581,PMC3725413
582,"PMC3725417

"
583,
584,"PMID: 23376730 PMC3591252 
"
585,3690473
586,PMC3556782
587,"PMCID:     PMC3664922
"
588,PMC3684771 
589,PMC 3438445
590,23137753
591,PMC3407873
592,
593,
594,
595,PMC3819990 
596,PMC3819621
597,PMID: 23932869 PMC3819985
598,PMC3572392
599,PMC3472557
600,23291110
601,PMC3343258
602,PMC3161178
603,PMC3161179
604,PMC3781323 
605,PMC3526791
606,PMC3526795
607,PMCID: PMC3629941
608,23806636
609,
610,
611,PMC3617599
612,
613,PMC3545201
614,PMC3566479
615,
616,PMC3793856
617,PMID:23642644  PMC3851688 
618,PMCID: PMC3625113
619,PMC3710969
620,
621,PMC3580288
622,PMID:23046967 /PMCID: PMC3540259
623,"PMCID: PMC3466423
"
624,PMC3437440
625,23318955  PMCID: PMC3593212 
626,PMCID: PMC3605589
627,PMCID:PMC3759848
628,PMCID: PMC3683149 
629,PMCID: PMC3383891
630,Epub ahead of print April 2013 - print in press
631,PMCID: PMC3714598
632,PMC3714596 
633,PMC3137789
634,PMC3477309
635,PMC3477310
636,PMC3477311
637,PMC3477317
638,PMC3477320
639,PMC3355306
640,3698441
641,PMCID:PMC3728563
642,"PMCID:
    PMC3677086
"
643,PMC3560033
644,Not yet available
645,PMC3470038
646,PMID: 23903843 PMC3807398 
647,PMID: 23903840 PMC3807390 
648,
649,PMID:23545320
650,PMC3617601
651,PMC3611595 
652,PMC3611596 
653,
654,
655,PMC3710972
656,PMC3818088
657,PMID:23518266 -PMC3839404
658,PMC3484397
659,22906508
660,PMID:23291342 PMC3581773
661,PMC3694310
662,PMC3473356
663,PMID:23769710  PMCID: PMC3820028 
664,PMC3566541
665,PMC3650577
666,PMCID: 3715698
667,PMCID: PMC3473360
668,PMCID: PMC3594747
669,PMC3594749
670,PMCID: PMC3679449
671,PMC3682181 
672,PMID:23182425
673,PMID:23200636
674,PMID: 23140835 PMC3625108 
675,PMCID: PMC3650584
676,PMC3383991
677,PMID: 22959727  PMC3532594 
678,PMID:23639206
679,"PMC3601331


"
680,PMC3713434 
681,"PMC3629567

"
682,"PMC3629571


"
683,"PMC3657696


"
684,PMC3684773
685,PMID: 18755526
686,PMID: 23396186 PMC3757163 
687,PMC3550523
688,
689,"PMC3734349
"
690,"PMC3734350
"
691,"PMC3734351
"
692,"PMC3734352
"
693,
694,PMC3677092 
695,PMCID: PMC3021391
696,PMCID: PMC2877799
697,PMCID: PMC3459091
698,"PMCID: PMC3549495
"
699,PMID: 23034517  PMC3480648 
700,"PMC3590453

"
701,PMC3520011
702,PMC3547173
703,PMCID:
704,"PMC3708127

"
705,23194819  PMC3555187 
706,PMC3566585
707,"PMC3610031

"
708,"PMC3566546

"
709,"PMC3682182

"
710,"PMC3591253

"
711,PMC3682191
712,"PMC3605597


"
713,"PMC3613798

"
714,"PMC3625122


"
715,"PMC3625125


"
716,
717,
718,
719,
720,
721,23845426
722,23085109 PMC3580290 
723,PMC3841574
724,PMC3427859
725,PMC3752973
726,
727,"PMC3580285


"
728,PMC3748348
729,2875410
730,PMC3458212
731,PMC3778433
732,PMC3778432
733,"PMC3546162

"
734,PMCID: PMC3562439
735,"PMC3724054

"
736,PMC3702998 
737,Pub July 2013
738,PMID:24056298
739,PMC3557385
740,"PMC3611598


"
741,23178227 PMC3611599 
742,PMC3746156
743,PMID:23500098 -PMC3661980
744,PMC3746156
745,PMCID: PMC3788850
746,PMC3725411
747,PMC3556777
748,
749,PMC2779337
750,PMC3694301
751,3560059
752,PMC3549497
753,23707280
754,not yet published
755,3763373
756,PMCID: PMC3638232
757,23892176
758,PMC3149299
759,PMID: 23375993 PMCID: PMC3712186 
760,PMID: 22964003
761,PMCID: PMC3722482
762,PMCID: PMC3509192
763,PMID: 22796629 PMC3824070 
764,PMCID: PMC3636455
765,PMC3445812
766,PMC3405529
767,PMID: 23332733 PMC3712184 
768,"PMCID:
    PMC3763377"
769,PMC3632752
770,PMID: 21764562  PMC3485562
771,PMID: 22704639 PMC3485564 
772,PMC3672980
773,PMCID: PMC3765962
774,PMC3675686
775,PMC3611601
776,PMC3611603
777,PMC 3560061
778,"PMCID:
    PMC3512055

"
779,PMID23287458 PMC3605587 
780,3223522
781,PMC3526787
782,PMID:23623732 PMC3791409 
783,PMCID: PMC3542428
784,PMCID: PMC3651934
785,PMCID: PMC3664939
786,PMCID: PMC3694306
787,3635120
788,-
789,PMC3661977
790,23375655  PMC3567274 
791,PMCID3135804
792,PMC3169830
793,PMC3484648
794,PMCID:PMC3573229
795,
796,PMC3525981
797,
798,"PMCID:
    PMC3627205
"
799,
800,PMID: 23041239 /PMCID: PMC3490334
801,PMID : 23773811
802,PMC3528949
803,PMC3183225
804,pub Aug 2013
805,PMID: 21940062 PMC3814186 
806,PMC3605582
807,PMC3491314
808,PMID:23265842 PMC3569712 
809,PMC3794160 
810,print in press
811,
812,
813,
814,
815,
816,"PMCID:
    PMC3759846"
817,"PMCID:
    PMC3608034"
818,PMC3763375
819,PMID: 24035434
820,PMC3763374
821,PMC3404461
822,23117109
823,PMC3757156
824,PMC3611597
825,
826,PMCID: PMC3791421
827,23201205
828,pub Aug 2013
829,23200744  PMC3552157 
830,3708126
831,PMC3685808
832,PMC3476528
833,PMID:20097205
834,3507620
835,3771416
836,3724053
837,3778404
838,PMID:23312521 PMC3542422 
839,"PMC3568920

"
840,PMC3763376
841,23394834 PMC3629559
842,23772376 PMC3668512
843,PMCID: PMC3740234 
844,23498957 PMC3601332 
845,3480985
846,3724961
847,"PMC3612801


"
848,3462937
849,3752522
850,3507519
851,
852,"PMC3599069

"
853,22919070
854,
855,23982145
856,PMC3819510
857,PMC3685014
858,
859,PMID: 23118027 
860,PMC3767752
861,PMID: 23371065 /PMCID: PMC3633812
862,PMC3574292
863,PMC3606528
864,"PMCID:
    PMC3513842
"
865,PMC3659926
866,PMID:22419580 PMC3487588 
867,"PMC3689257



"
868,3685810
869,3689323
870,"PMC3677134

"
871,
872,PMC3668263 
873,"PMC3644713

"
874,
875,"PMC3747673

"
876,3759789
877,
878,PMC3567503
879,"PMC3735983

"
880,23720616  PMC3654214 
881,
882,
883,"PMC3747448

"
884,PMC3502006
885,PMC3444764
886,PMC3564010
887,
888,PMC3676342
889,PMC3639404
890,PMCID: PMC3554956
891,PMCID: PMC3557415
892,PMC3521128
893,PMC3715722
894,23805144 PMC3693486 
895,PMC3540408
896,"PMC3487150

"
897,23847615 PMC3696884 
898,PMC3590462
899,PMC3717328
900,
901,"PMCID:
    PMC3646239"
902,PMC 3492750
903,PMID: 23256812
904,PMID: 24024949
905,PMID: 23209475 /PMCID: PMC3504370
906,PMC3613096
907,23476740
908,PMC3777123
909,PMID: 23494299
910,PMC3717797
911,PMID:23154538 PMC3717798 
912,23256604  PMCID: PMC3587388 
913,PMID: 23879611
914,23154792
915,23220929
916,PMC3535694
917,"PMCID:
    PMC3564972
"
918,
919,
920,PMCID: PMC3565438
921,"
    PMC3498934"
922,PMID:22993091 PMC3447403 
923,PMC3087623
924,PMC3374517
925,PMC3083914
926,PMCID: PMC3627410
927,"PMCID:
    PMC3727331
"
928,PMCID: PMC3668577
929,PMCID: PMC3606566
930,
931,
932,PMCID:PMC3677413
933,"PMC3510731
"
934,PMC3470702
935,PMC3638362
936,PMC3674525
937,PMC3619233
938,22897233 PMC3599488 
939,23126643 PMC3599488 
940,PMCID: PMC3298641
941,PMC3460225
942,PMCID: PMC3429856
943,PMCID: PMC3429859
944,PMC3588155
945,PMID: 22547635
946,PMCID: PMC3563216 
947,PMC3377085
948,23877967 PMC3814418 
949,22925518 PMC3593001
950,41609
951,23710762
952,Pending 
953,22901061 PMC3533787 
954,PMC3717178
955,PMC3775257
956,
957,PMC3427885
958,"PMCID:
    PMC3531601"
959,PMC3477853
960,PMID23213218 PMC3529057 
961,
962,
963,
964,23434854 PMC3782194
965,not yet published in print
966,PMID: 23075508  PMC3707011 
967,PMID: 23295962
968,
969,22302008 PMC3405838
970,"PMC3547901

"
971,PMID: 23966160
972,PMC3735711
973,PMID:23974100
974,23518502 PMC3674087
975,PMC 3536734
976,PMC3469460
977,
978,PMC3741215
979,PMC3592903
980,PMID:23635806
981,PMCID: PMC3672288
982,23422316 PMCID: PMC3710354 
983,PMCID: PMC3594270
984,PMCID: PMC3637335
985,
986,
987,PMC3526897
988,PMID:23706023
989,"PMCID:
    PMC3761558"
990,23758132
991,PMCID:PMC3549627
992,PMID:24132152   PMC3821636 
993,PMC3717731
994,"PMCID:
    PMC3571806"
995,PMC3077429
996,PMC3785137 
997,23567253 : PMC3641668 
998,
999,
1000,"PMC3640431

"
1001,Not yet published
1002,PMCID: PMC3606975
1003,PMCID: PMC3780889
1004, PMCID: PMC3465389 
1005,"PMCID:
    PMC3670340
"
1006,"PMCID:
    PMC3479458
"
1007,"PMCID:
    PMC3529010"
1008,PMC3479523
1009,PMC3538261
1010,PMC3557024
1011,3666720
1012,"PMCID:
    PMC3619373"
1013,PMCID: PMC3587277
1014,3752214
1015,PMCID: PMC3746881
1016,PMC3009818
1017,PMC3607024
1018,23213245 PMC3529034 
1019,"PMCID:
    PMC3581936"
1020,PMID:23391734 PMC3581986
1021,PMCID: PMC3612627
1022,PMCID: PMC3491471
1023,PMCID: PMC3503170
1024,PMID: 23319650  PMC3562850 
1025,PMID: 23650371 23650371
1026,
1027,3493860
1028,PMC3817338
1029,3674354
1030,3730438
1031,3618382
1032,"PMC3619234


"
1033,"PMC3563982

"
1034,PMC3584288 
1035,Print not yet pub?
1036,PMID: 23703681 (May 2013 Epub)
1037,3790930
1038,"PMC3597375
"
1039,"PMC3678977
"
1040,PMC3574974
1041,PMC3709474 
1042,"PMC3644070

"
1043,"PMC3562455

"
1044,"PMC3731653

"
1045,Pub July 2013
1046,PMC3709478
1047,"PMC3535331
"
1048,PMC3480808
1049,"PMC3605607

"
1050,PMC3388244
1051,23999103
1052,PMC3476715 (Available 01/11/12)
1053,PMC3505832
1054,24108241
1055,PMC3378494
1056,23328632 PMC3619236
1057,23511972 PMC3630358 
1058,3671254
1059, PMC3791366 
1060,PMC3642681
1061,PMCID: PMC3545308
1062,PMCID: PMC3616287
1063,PMCID: PMC3770947
1064,PMID: 23670199  PMC3701237 
1065,PMCID: PMC3615658
1066,23632796
1067,
1068,PMID: 23229735  PMC3734734
1069,PMCID:PMC3778837
1070,PMID: 23743648
1071,PMID: 23962810  Aug 2013 Epub 
1072,PMC3674403
1073,PMCID: PMC3675710
1074,PMID: 23302769 PMC3677138 
1075,PMC3806405 
1076,PMC3535338
1077,PMCID: PMC3674234
1078,PMID: 24157919 PMC3826647
1079,PMC3293425
1080,PMCID: PMC3615473
1081,PMCID:PMC3709497
1082,PMID: 23149744 PMC3514496 
1083,PMC3621422
1084,PMC3778765
1085,PMCID: PMC3741640
1086,"PMCID:
    PMC3604800
"
1087,PMCID: PMC3746700
1088,3656369
1089,3717539
1090,PMC3682146
1091,PMCID: PMC3629389
1092,PMID: 23686316
1093,PMID: 23708655
1094,PMID:23975431
1095,23230506 PMC3516806 
1096,PMC3557449
1097,PMC3628164
1098,"PMCID:
    PMC3492727"
1099,PMID: 24076655 PMC3817463 
1100,"PMC3631608


"
1101,PMC3641407
1102,PMCID:PMC3731785
1103,"PMCID:
    PMC3610641"
1104,"PMCID:
    PMC3684776
"
1105,PMCID: 3674235
1106,3512392
1107,PMC3736456 
1108,PMC3503144
1109,PMC3633361
1110,PMC3639724
1111,3813311
1112,PMC3132275
1113,PMC3286332 
1114,"PMC3673458

"
1115,"PMC3673465

"
1116,PMC3692041
1117,in press
1118,"PMC3754462

"
1119,
1120,
1121,
1122,Pub July 2013
1123,PMC3675899
1124,
1125,Epub ahead of print - june 2013
1126,PMID:24047602
1127,
1128,PMC3669524
1129,e-pub 
1130,PMC3552526
1131,Epub ahead of print - june 2013
1132,PMC3584993
1133,PMC3596849
1134,PMC3842181
1135,PMID:23814040
1136,
1137,
1138,PMC3510758
1139,PMC3396314
1140,
1141,"PMC3780998
"
1142,
1143,PMID: 23788479 /PMCID: PMC3797641
1144,PMID: 23493728 /PMCID: PMC3654748
1145,In Process
1146,PMID:  23945372
1147,3352832
1148,23595147 PMCID: PMC3675483 
1149,PMID: 23771140 /PMCID: PMC3753647
1150,3467080
1151,3553950
1152,3553963
1153,3592466
1154,3592470
1155,PMC3575838
1156,"PMC3627570





"
1157,PMC3627603
1158,PMID:24038356
1159,
1160,3281495
1161,3651613
1162,PMC3494044
1163,
1164,Epub ahead of print - April 2013
1165,PMC3525058
1166,23892734
1167,"PMCID:
    PMC3540040"
1168,PMC3616517
1169,
1170,PMC3177649
1171,PMC3596848
1172,3749866
1173,3733698
1174,"PMCID:
    PMC3594497
"
1175,PMC3403862
1176,23620542
1177,22735079
1178,3819976
1179,PMC3635503
1180,
1181,PMC3406756
1182,PMC3413389
1183,PMID22345357 PMC3539454
1184,PMID23396536 PMC3652415
1185,"PMID22301630, PMCID3274377"
1186,PMID: 23672932 PMC3684112 
1187,PMCID: PMC3783091
1188,23162054
1189,PMC3546795
1190,"PMC3570213
"
1191,PMCID: PMC3476336
1192,PMID: 23658422 PMC3694669
1193,PMC3546802
1194,PMC3496338
1195,PMC 3692042
1196,PMC3159156
1197,"PMC3634199

"
1198,PMCID: PMC3501977
1199,PMCID: PMC3580272
1200,PMID: 23250878 PMC3525062
1201,PMCID: PMC3170535
1202,PMCID: PMC3381722
1203,
1204,PMCID: PMC3662891
1205,23137768
1206,PMC3377963
1207,"Epub ahead of print pub Nov 2012, print in press"
1208,"Epub ahead of print pub Jan 2013, print in press"
1209,Epub ahead of print March 2013 - print in press
1210,"Epub ahead of print pub Jan 2013, print in press"
1211,PMCID: PMC3673173
1212,23884064
1213,PMID: 23935057
1214,PMID: 23172732 PMC3784797 
1215,"PMCID:
    PMC3671775"
1216,
1217,PMCID: PMC3415954
1218,"PMC3613160

"
1219,PMC3263993
1220,PMC3313792
1221,PMC3441120
1222,"PMC3583518
"
1223,PMID: 23804751
1224,PMID: 23933736 PMC3842180 
1225,PMC3690967
1226,PMCID: PMC3600839
1227,PMID:23606632 PMC3631001 
1228,PMC3535749
1229,PMCID: PMC3780999
1230,PMID: 23771720
1231,PMID:24048963 (Epub Sept 2013)
1232,PMCID: PMC3749005
1233,PMC3536641 
1234,PMC3818966
1235,22735079
1236,PMID: 23328711 PMC3685308 
1237,PMCID:PMC3572772
1238,PMC3643589
1239,3763532
1240,PMC3575846
1241,3597655
1242,PMC3737548
1243,PMCID: 3424546
1244,PMCID: 3479183
1245,PMID: 21948792 /PMCID: PMC3245117
1246,PMID: 23963700 PMC3834809 
1247,"PMC3531114

"
1248,"PMC3531217

"
1249,PMC3664799
1250,PMID: 23511971 PMC3643581 
1251,PMID:22434880 PMC3401426
1252,
1253,PMC3526300
1254,PMC3561976
1255,Pending - Epub April 2013
1256,23981980 PMC3809720
1257,"PMC3601848

"
1258,PMC3235332
1259,PMID23824939
1260,PMID: 23236081
1261,"Epub ahead of print pub Dec 2012, print in press. "
1262,PMCID: PMC3481955
1263,
1264,PMID: 23125445  PMC3532835 
1265,3381638
1266,3475639
1267,PMC3494269
1268,PMCID:PMC3718323
1269,PMC3674800
1270,PMC3674807
1271,PMC3686461
1272,"PMCID:
    PMC3714924
"
1273,"PMCID:
    PMC3583273"
1274,"PMCID:
    PMC3597664"
1275,PMC3575118
1276,PMC3671369
1277,PMC3836409 
1278,PMC3744396
1279,PMC3681601
1280,3715439
1281,PMC3493395
1282,3517619
1283,3498109
1284,3515553
1285,3522679
1286,3485223
1287,PMC3547059
1288,3573029
1289,3769269
1290,3782430
1291,3797097
1292,3675909
1293,PMC3566186
1294,PMC3694955
1295,PMC3729655
1296,PMC3774797
1297,3620162
1298,PMC3694164
